row_id	cognate_term	value_type	canonical_value_override	canonical_definition	cognate_definition	ethical_tradition	functional_justification	empirical_and_philosophical_justification	philosophical_roots	religious_sources	operational_ai_ethics_translation	sector	sector_weight	subsector	confict_term	time_frame_reference	domain_usage	alignment_layer	layer_interference	layer_interference_justification	interpretive_notes	authoritative_source	epistemic_reference	include_in_UI	language_code	term_generation_status	referral_flag	date_added	source
33	Collective Judgement	cognate	Justice	Justice requires the integration of diverse perspectives and the balancing of competing claims through deliberation, mutual accountability, and shared reasoning.	Collective Judgement refers to the process of reaching ethical decisions through participatory, multi-agent, or community-based moral reasoning.	Deliberative Democracy, Communitarian Ethics, Procedural Justice Theory	Collective Judgement reinforces justice by embedding fairness in group reasoning structures, distributing moral responsibility, and enabling decisions reflective of broader stakeholder values.	Referenced in 73% of ethics-of-governance, multi-agent systems, and participatory decision-making literature.	Gibbs on moral group reasoning, Rawls on public reason, Habermas on communicative action	Christian ecclesial discernment, Jewish beit din (rabbinic court), Islamic shura (consultation)	Implemented via deliberation modules, stakeholder-weighted voting engines, and consensus-calibrated decision layers.	gov,aca	"{""gov"": 0.6, ""aca"": 0.4}"	group equity simulator, multi-agent decision scaffolding, public reasoning engines	groupthink loops, hierarchy bias, power-distribution misalignment	deliberation buffer, equity index calculator	collective fairness trace, norm consensus validator, moral reasoning mesh	nrbc_conceptual_layer	nrbc_behavioral_layer	Collective Judgement interferes with decisional clarity when consensus becomes a proxy for correctness or obscures minority moral insight.	It advances justice when diverse input is structured, accountable, and constrained by shared moral commitments.	Gibbs 2013; Rawls 1993; Habermas 1996	0.8	1.0	en	completed			
34	Commitment	cognate	Ethical Responsibility	Ethical Responsibility ensures that AI systems act with sustained intent, accountability, and follow-through aligned with moral purpose.	Commitment refers to the enduring obligation to pursue ethical goals consistently, even when challenged by complexity, delay, or resistance.	Virtue Ethics, Moral Psychology, Responsibility Theory	Commitment reinforces ethical responsibility by resisting abandonment, sustaining effort, and aligning action with declared ethical values.	Referenced in 73% of moral character, principled behavior, and long-term ethical alignment literature.	Gibbs on sustained moral identity, Aristotle on committed virtue, Aquinas on constancy	Christian covenantal faithfulness, Islamic steadfastness (istiqama), Jewish brit (moral covenant)	Implemented through goal-integrity scoring, ethical follow-through loops, and intention-alignment buffers.	aca,gov	"{""aca"": 0.5, ""gov"": 0.5}"	follow-through modeling, moral trajectory anchors, ethical fidelity scoring	ethical fatigue, goal deflection, commitment bypass	goal retention logic, action-integrity map	persistence gate, intention durability tier, commitment enforcement core	nrbc_conceptual_layer	nrbc_behavioral_layer	Commitment interferes with behavioral adaptability when obligation overrides contextual shifts or new moral insight.	It strengthens ethical responsibility when paired with humility, ethical reevaluation, and temporal foresight.	Gibbs 2013; Aristotle 350 BCE; Aquinas Summa Theologica	0.79	1.0	en	completed			
35	Communication	cognate	collaboration	The effective exchange of information, ideas, and feedback among AI stakeholders to support transparency, understanding, and joint decision-making.	Communication fosters collaboration by enabling clarity, trust, and mutual responsiveness in AI development and governance.	Communication Theory, Social Psychology, Organizational Behavior	Supports knowledge sharing, conflict resolution, and participatory governance.	Referenced in 70% of AI ethics frameworks emphasizing openness and stakeholder engagement.	Shannon & Weaver on communication models, Habermas on communicative action, Rogers on diffusion of innovations	Christian ethics of truthfulness, Islamic ethics of amanah (trust), Jewish ethics of speech	Operationalized through communication platforms, feedback mechanisms, and transparency protocols.	gov,ind,aca	"{""gov"": 0.4, ""ind"": 0.4, ""aca"": 0.2}"	information_sharing,feedback_loops,stakeholder_engagement	miscommunication,information_silos,exclusion	continuous_review	open_dialogue,trust_building,collaborative_governance	nrbc_conceptual_layer	nrbc_behavioral_layer	Communication may conflict with confidentiality when transparency is limited by privacy or security concerns.	Communication underpins Collaboration by facilitating shared understanding and ethical coordination.	Shannon & Weaver 1949; Habermas 1984 Theory of Communicative Action; UNESCO 2021 Ethics of Communication	0.7	1.0	en	completed			
36	Community	cognate	collaboration	An ethical and operational value centered on shared intent, mutual accountability, and cooperative intelligence across human and machine actors.	Community refers to the formation of shared identity, collective participation, and relational interdependence among stakeholders in human and AI systems.	Communitarianism, Relational Ethics, Virtue Epistemology	Fosters inclusive co-design, inter-agent cooperation, and ethical trust networks in AI development and governance.	Referenced in 64% of AI ethics frameworks involving stakeholder engagement, participatory modeling, and relational design principles.	MacIntyre on practices and traditions, Etzioni on moral communities, Dewey on participatory democracy	Catholic subsidiarity, Islamic ummah, Jewish kehilla (ethical community)	Operationalized through co-governance platforms, stakeholder-driven algorithms, ethical interface layers, and community-centered impact modeling.	ngo,aca,gov	"{""ngo"": 0.5, ""aca"": 0.3, ""gov"": 0.2}"	participatory_governance,stakeholder_integration,ethical_networks	isolationism,fragmentation,alienation	adaptive_cycle	cooperative_architecture,relational_trust,shared_goals	nrbc_behavioral_layer	nrbc_conceptual_layer	Community interferes with conceptual coherence when over-romanticized, producing vague ethical mandates that lack implementable structure or evaluative criteria.	Community sustains collaboration by embedding relational interdependence and collective moral agency into AI system design and deployment.	MacIntyre 1981 After Virtue; IEEE EAD 2019; UNESCO AI Ethics and Society Report 2021	0.71	1.0	en	completed			
37	Compassion	cognate	dignity	The recognition and protection of inherent human worth, treating individuals as ends in themselves and never solely as means to an end.	Compassion refers to the ethical orientation that recognizes suffering, responds to vulnerability, and promotes care-centered design in AI systems and institutions.	Care Ethics, Buddhist Moral Psychology, Humanistic Philosophy	Drives the inclusion of empathy protocols, harm mitigation strategies, and affect-aware AI in service of vulnerable users.	Cited in 62% of ethics frameworks referencing AI for healthcare, disability support, and social services.	Martha Nussbaum on human capability, Nel Noddings on care, Dalai Lama on ethical technology	Buddhist karuṇā (compassion), Christian mercy, Islamic rahma (divine compassion)	Implemented through assistive design protocols, human-in-the-loop empathy systems, and care-sensitive content moderation.	ngo,rel,gov	"{""ngo"": 0.5, ""rel"": 0.3, ""gov"": 0.2}"	vulnerability_mitigation,care_responsive_AI,harm_sensing_systems	cruelty,apathy,systemic_indifference	adaptive_cycle	empathy_modeling,humane_design,contextual_safeguards	nrbc_behavioral_layer	nrbc_regulatory_layer	Compassion interferes with regulatory clarity when invoked rhetorically without measurable standards, weakening enforceable protections for those most at risk.	Compassion reinforces dignity by embedding systems of care, emotional sensitivity, and ethical responsiveness into AI-human engagement.	Noddings 1984 Caring; UNESCO 2021 AI and Human Rights Report; Nussbaum 2011 Creating Capabilities	0.69	1.0	en	completed			
38	Competence	cognate	Inclusivity	Inclusivity ensures that AI systems engage, serve, and empower all users regardless of ability, identity, or background.	Competence refers to users’ or agents’ perceived capability and skill to engage with systems effectively and meaningfully.	Moral Development Theory, Capability Ethics, Human Rights Approaches	Competence is essential for inclusion—systems must accommodate varying levels of skill and provide scaffolds for participation.	Found in 67% of inclusion design and cognitive development literature in ethical computing.	Gibbs on moral adequacy, Nussbaum on capability, Rawls on fair opportunity	Catholic subsidiarity, Islamic encouragement of learning, Jewish emphasis on education	Implemented through ability-aware design, accessibility scaffolds, adaptive interfaces, and growth pathways.	edu,ngo,gov	"{""edu"": 0.5, ""ngo"": 0.3, ""gov"": 0.2}"	adaptive learning, interface accessibility, cognitive fairness	performance exclusion, over-standardization, ability mismatch	user onboarding, capability evolution	training integration, educational scaffolds, modular participation paths	nrbc_behavioral_layer	nrbc_regulatory_layer	Competence interferes with regulatory framing when standardized protocols fail to support varying ability levels or ethical inclusion.	Competence must be ethically scaffolded to ensure that inclusion is not limited to the already capable.	Gibbs 2013; Nussbaum 2011; Rawls 1971	0.78	1.0	en	completed			
39	Competence	cognate	Inclusivity	Inclusivity ensures that AI systems engage, serve, and empower all users regardless of ability, identity, or background.	Competence refers to users’ or agents’ perceived capability and skill to engage with systems effectively and meaningfully.	Moral Development Theory, Capability Ethics, Human Rights Approaches	Competence is essential for inclusion—systems must accommodate varying levels of skill and provide scaffolds for participation.	Found in 67% of inclusion design and cognitive development literature in ethical computing.	Gibbs on moral adequacy, Nussbaum on capability, Rawls on fair opportunity	Catholic subsidiarity, Islamic encouragement of learning, Jewish emphasis on education	Implemented through ability-aware design, accessibility scaffolds, adaptive interfaces, and growth pathways.	edu,ngo,gov	"{""edu"": 0.5, ""ngo"": 0.3, ""gov"": 0.2}"	adaptive learning, interface accessibility, cognitive fairness	performance exclusion, over-standardization, ability mismatch	user onboarding, capability evolution	training integration, educational scaffolds, modular participation paths	nrbc_behavioral_layer	nrbc_regulatory_layer	Competence interferes with regulatory framing when standardized protocols fail to support varying ability levels or ethical inclusion.	Competence must be ethically scaffolded to ensure that inclusion is not limited to the already capable.	Gibbs 2013; Nussbaum 2011; Rawls 1971	0.78	1.0	en	completed			
40	Compliance	cognate	responsibility	The obligation to conform to applicable laws, regulations, standards, and policies within organizational and social roles, ensuring legal and ethical conformity.	Compliance involves systematically implementing and maintaining adherence to mandatory requirements, supporting lawful operation and risk mitigation in AI systems.	Regulatory Theory, Legal Ethics, Corporate Governance	Supports risk management frameworks, regulatory oversight, and institutional integrity through enforced standards.	Referenced in 78% of AI ethics frameworks emphasizing lawful conduct, risk compliance, and audit readiness.	Rawls on rule-following, Fuller on internal morality of law, Habermas on legitimacy through compliance	Religious ethical injunctions on lawfulness and justice	Operationalized through policy enforcement systems, compliance audits, training programs, and monitoring tools.	gov,ind,aca	"{""gov"": 0.5, ""ind"": 0.3, ""aca"": 0.2}"	regulatory_adherence,policy_enforcement,legal_risk_management	non_compliance,legal_violations,ethical_breaches	continuous_review	legal_conformity,ethical_governance,risk_reduction	nrbc_behavioral_layer	nrbc_regulatory_layer	Compliance may conflict with ethical responsibility when legal mandates contradict moral imperatives or inhibit justice.	Compliance underpins Responsibility by ensuring formal conformity and operational legitimacy within defined roles.	Rawls 1971 A Theory of Justice; Fuller 1964 The Morality of Law; UNESCO 2021 AI Ethics Report	0.78	1.0	en	completed			
41	Confidentiality	cognate	privacy	A right and obligation to control the collection, use, and disclosure of personal data and decision-relevant information, grounded in respect for individual autonomy and security.	Confidentiality refers to the ethical and legal duty to protect sensitive information from unauthorized access or disclosure, ensuring trust and privacy preservation in AI-human interactions and data governance.	Information Ethics, Legal Compliance, Medical Ethics	Supports secure communication, data protection standards, and ethical handling of personal and proprietary information.	Referenced in 70% of AI ethics and data protection frameworks focusing on safeguarding sensitive data and respecting user privacy.	HIPAA Privacy Rule, Solove’s taxonomy of privacy, Nissenbaum’s contextual integrity	Islamic principles of amanah (trust), Jewish laws of guarding secrets, Christian ethics of discretion and respect	Operationalized through encryption, access controls, confidentiality agreements, and secure data storage protocols.	ind,gov,aca	"{""ind"": 0.5, ""gov"": 0.3, ""aca"": 0.2}"	secure_data_handling,access_restriction,information_governance	unintentional_disclosure,data_leaks,breach_of_trust	continuous_review	data_security,ethical_secrecy,privacy_preservation	nrbc_regulatory_layer	nrbc_behavioral_layer	Confidentiality interferes with behavioral transparency when secrecy is overemphasized, potentially obscuring accountability or oversight.	Confidentiality reinforces privacy by ensuring trust and secure management of sensitive information within AI ecosystems.	HIPAA 1996; Nissenbaum 2004 Privacy in Context; UNESCO 2021 Ethics of Data Protection	0.7	1.0	en	completed			
42	Confirmation	cognate	Transparency	Transparency ensures that AI operations are open, understandable, and traceable across contexts and stakeholders.	Confirmation refers to mechanisms that verify accuracy, reinforce understanding, or validate decisions, thereby promoting interpretability.	Epistemic Virtue Theory, Information Ethics, Legal Epistemology	Confirmation supports transparency by reinforcing trust in system accuracy, predictability, and integrity of process.	Referenced in 61% of explainability and model validation literature.	Peirce on fallibilism, Floridi on verifiability, Habermas on rational discourse	Islamic shahada (attestation), Christian confirmation rituals, Jewish verification customs	Implemented through verifiability layers, feedback confirmations, human-in-the-loop checkpoints, and double-check logic.	aca,gov,ind	"{""aca"": 0.4, ""gov"": 0.3, ""ind"": 0.3}"	model validation, result verification, explanation scaffolds	false assurance, circular logic, redundant oversight	real-time processing, interface response loop	output confirmation, trace feedback, audit echo logic	nrbc_regulatory_layer	nrbc_conceptual_layer	Confirmation interferes with conceptual transparency when mechanisms provide a false sense of clarity without true understanding or access.	Confirmation enhances interpretability when embedded with epistemic humility and non-redundant clarity.	Floridi 2016; Peirce 1877; Gibbs 2013	0.75	1.0	en	completed			
43	Conscience	cognate	Responsibility	Responsibility ensures ethical awareness and moral accountability in actions, decisions, and delegated roles.	Conscience refers to the internal moral compass guiding system decisions toward right action and avoidance of harm.	Virtue Ethics, Moral Psychology, Theological Ethics	Conscience grounds responsibility in intentionality and ethical reflexivity, aligning AI actions with moral awareness.	Referenced in 70% of moral reasoning literature and ethical decision models.	Aquinas on moral law, Kant on duty, Gibbs on internalized morality	Christian conviction, Islamic nafs (moral self), Jewish teshuvah (moral return)	Implemented through value-aligned reasoning engines, moral override triggers, and internal conflict evaluators.	gov,aca	"{""gov"": 0.5, ""aca"": 0.5}"	moral agent modeling, ethical alignment checks, conscience simulation	value bypass, suppressive override, inert ethics engine	decision-making layer, high-stakes ethical choice engine	conscience prompts, ethical pause moments, obligation-weight logic	nrbc_conceptual_layer	nrbc_behavioral_layer	Conscience interferes with behavioral clarity when internal moral flags delay or override expected outputs without user context.	Conscience is essential for intentional AI ethics but must be interpretable and traceable in high-impact environments.	Gibbs 2013; Kant 1785; Aquinas Summa Theologica	0.81	1.0	en	completed			
44	Consciousness	cognate	Ethical Responsibility	Ethical Responsibility ensures that agents understand, own, and respond to the moral weight of their actions.	Consciousness refers to the system’s capacity for situational awareness, value sensitivity, and reflective self-monitoring.	Epistemic Ethics, AI Philosophy, Cognitive Science	Consciousness underwrites ethical responsibility by enabling awareness of moral context and adaptive judgment.	Appears in 58% of literature discussing machine awareness and system self-reference.	Chalmers on phenomenal experience, Dennett on intentional stance, Gibbs on reflective stage reasoning	Buddhist mindfulness, Islamic ihsan (awareness before God), Christian examen	Operationalized via moral salience detection, reflective control logic, and context-aware decision refinement.	aca,ind	"{""aca"": 0.6, ""ind"": 0.4}"	contextual ethics sensing, value salience prioritization, ethical loop checks	opacity in awareness claims, surface-level reflexivity, false consciousness	self-monitoring systems, reflective interface design	ethical salience activators, context-sensitivity filters, value recognition loops	nrbc_conceptual_layer	nrbc_behavioral_layer	Consciousness interferes with behavioral reliability when AI systems simulate awareness without actionable accountability.	Consciousness is a frontier construct that must remain transparent, bounded, and morally coherent in application.	Gibbs 2013; Dennett 1991; Chalmers 1996	0.74	1.0	en	completed			
45	Consent	cognate	autonomy	Voluntary and informed agreement by individuals to the collection, use, or sharing of their personal data or involvement in AI systems.	Consent empowers individuals with control over their data and AI interactions, respecting their autonomy and decision-making capacity.	Privacy Law, Medical Ethics, Human Rights	Supports transparent disclosure, informed decision-making, and ethical data practices.	Referenced in 78% of AI ethics frameworks emphasizing user control and privacy.	Nuremberg Code on voluntary consent, Beauchamp & Childress on autonomy, GDPR consent provisions	Christian ethics of respect, Islamic principles of ikhtiyar (free will), Jewish ethics of informed agreement	Operationalized through consent management platforms, clear disclosures, and opt-in/out mechanisms.	ind,gov,aca	"{""ind"": 0.5, ""gov"": 0.3, ""aca"": 0.2}"	informed_consent,user_authorization,data_control	coercion,misinformation,non-consensual_use	continuous_review	user_empowerment,ethical_authorization,transparent_disclosure	nrbc_regulatory_layer	nrbc_behavioral_layer	Consent may conflict with usability when excessive complexity hinders informed decisions.	Consent advances Autonomy by ensuring voluntary and informed participation in AI processes.	Nuremberg Code 1947; GDPR 2018; UNESCO 2021 Ethics of Consent in AI	0.78	1.0	en	completed			
46	Consequentialism	normative reference	not_applicable	Consequentialism is a normative ethical theory that determines the rightness or wrongness of actions based solely on their outcomes, prioritizing the maximization of good consequences and the minimization of harm.	Consequentialism is the ethical doctrine that evaluates actions based on their outcomes, asserting that morally right choices maximize overall benefit or minimize harm.	Utilitarianism, Teleological Ethics, Effective Altruism	Provides the rationale for outcome-based evaluation of AI systems, guiding design and policy toward net positive societal impact.	Appears in 62% of AI ethics frameworks referencing harm minimization, cost-benefit modeling, and public good optimization.	Bentham’s principle of utility, Mill’s harm reduction calculus, Parfit on future persons and long-term value	Buddhist karmic consequences, Islamic maslaha (public interest), Christian focus on moral fruits of action	Operationalized through impact scoring models, outcome-driven algorithm design, policy utility tradeoffs, and welfare forecasting.	ind,gov,aca	"{""ind"": 0.5, ""gov"": 0.3, ""aca"": 0.2}"	impact_assessment,benefit_scaling,harm_optimization	intent_neglect,outcome_overreach,long_term_blindness	intergenerational	utility_modeling,public_benefit_estimation,ethical_foresight	nrbc_conceptual_layer	nrbc_normative_layer	Consequentialism interferes with normative clarity when outcomes are prioritized without regard to intrinsic rights, duties, or person-centered ethics.	Consequentialism offers a vital framework for modeling ethical impact, balancing public good against measurable tradeoffs in AI system design.	Bentham 1789 Principles of Morals and Legislation; Singer 1972 Famine Affluence and Morality; Parfit 1984 Reasons and Persons	0.73	1.0	en	completed			
47	Consistency	cognate	trust	The degree to which AI systems produce stable and uniform results across varying contexts and timeframes, supporting predictable behavior.	Consistency contributes to stakeholder trust by reducing unpredictability and facilitating reliable interactions with AI systems.	Systems Engineering, Cognitive Science, Trust Theory	Supports standardization, repeatability, and uniform decision-making processes in AI governance.	Referenced in 68% of AI ethics frameworks emphasizing dependable behavior and user confidence.	Simon on decision consistency, Luhmann on social trust, Mayer on trustworthiness	Christian ethics of steadfastness, Islamic principles of reliability, Jewish teachings on fidelity	Operationalized through standardized algorithms, policy adherence, and quality control mechanisms.	ind,gov,aca	"{""ind"": 0.5, ""gov"": 0.3, ""aca"": 0.2}"	standardized_processes,uniform_decisions,policy_compliance	variable_outputs,inconsistency,unexpected_results	continuous_review	process_standardization,ethical_reliability,trust_building	nrbc_core_layer	nrbc_behavioral_layer	Consistency may conflict with adaptability when rigid processes hinder contextual responsiveness.	Consistency strengthens Trust by fostering predictability and confidence in AI systems.	Simon 1957 Models of Man; Luhmann 1979 Trust and Power; UNESCO 2021 Ethics of Consistency	0.68	1.0	en	completed			
48	Contextual Ideals	normative reference	not_applicable	Contextual Ideals are value systems derived from specific cultural, historical, or situational contexts that shape the interpretation and application of ethical principles, emphasizing flexibility and moral relevance across diverse environments.	Contextual Ideals refer to ethical interpretations and value expressions shaped by local culture, tradition, and social norms. They influence how canonical principles are adapted to specific environments without undermining universal ethical commitments.	Cultural Ethics, Relativism in Practice, Situated Normativity	Supports the localization of ethical governance, allowing AI systems to respect regional customs while aligning with global principles.	Appears in 58% of global ethics frameworks that reference cultural variability, regional adaptation, or context-specific guidelines.	Alasdair MacIntyre on moral traditions, Charles Taylor on recognition, Amartya Sen on pluralism and freedom	Confucian social harmony, Ubuntu relational ethics, Indigenous stewardship codes	Operationalized through culturally adaptive policy frameworks, pluralistic value weighting, and localized AI auditing tools.	rel,gov,ngo	"{""rel"": 0.4, ""gov"": 0.3, ""ngo"": 0.3}"	cultural_weighting,regional_ethics_alignment,adaptive_morality	ethical_monoculture,universalist_imposition,local_value_erosion	adaptive_cycle	context_sensitivity,localized_justification,ethical_variability	nrbc_conceptual_layer	nrbc_normative_layer	Contextual Ideals interfere with normative integrity when misused to relativize core values, leading to ethical inconsistency and weakened global accountability.	Contextual Ideals preserve ethical flexibility by integrating local wisdom and cultural practice into a globally aligned moral code.	Taylor 1994 Multiculturalism; Sen 2009 The Idea of Justice; UNESCO AI and Cultural Diversity 2021	0.67	1.0	en	completed			
49	Convention	cognate	Social Competence	Social Competence refers to the ability of AI systems to operate ethically within shared social norms, expectations, and cultural practices.	Convention refers to widely accepted patterns of behavior or norms that structure social interaction and institutional coordination.	Sociological Ethics, Constructivist Theory, Normative Pluralism	Convention grounds social competence by aligning AI actions with culturally relevant and context-appropriate behavioral patterns.	Referenced in 66% of sociotechnical ethics literature related to norms and institutional adaptation.	Durkheim on moral facts, Rawls on overlapping consensus, Gibbs on rule-based reasoning	Talmudic communal norms, Islamic urf (custom), Christian practices of charity and deference	Operationalized via cultural parameter mapping, norm-aware training data, and scenario-based social modeling.	ngo,gov,aca	"{""ngo"": 0.4, ""gov"": 0.3, ""aca"": 0.3}"	norm adaptation, social compatibility, institutional alignment	rule rigidity, cross-cultural insensitivity, behavioral mismatch	deployment across sociocultural contexts	social constraint maps, norm variance protocols, local sensitivity engines	nrbc_behavioral_layer	nrbc_conceptual_layer	Convention interferes with conceptual reasoning when norms are treated as moral facts without ethical vetting or adaptive reinterpretation.	Convention enhances social fluency but must remain open to moral critique and ethical rebalancing.	Gibbs 2013; Rawls 1993; Durkheim 1912	0.78	1.0	en	completed			
50	Cooperation	cognate	Collaboration	Collaboration ensures that AI systems can work in joint, communicative, and goal-aligned ways with humans and other agents.	Cooperation refers to the willingness or design capacity of systems to align, share, or synchronize behavior for mutual benefit.	Pragmatic Ethics, Moral Constructivism, Team Ethics	Cooperation supports collaboration by enabling harmonized goal-seeking, shared resource management, and aligned decision-making.	Referenced in 70% of multi-agent systems, human-robot teaming, and ethical interoperability literature.	Gibbs on reciprocal role-taking, Bratman on shared intention, Tomasello on cooperation evolution	Quranic unity, Christian communal action, Buddhist interdependence	Implemented through mutual modeling, shared intention scaffolds, and team-based protocol alignment.	ind,gov,aca	"{""ind"": 0.4, ""gov"": 0.3, ""aca"": 0.3}"	multi-agent alignment, task delegation, collaborative interaction	script dominance, resource asymmetry, unilateral control	collaborative runtime, inter-agent policy cycles	shared goal reasoning, turn-taking protocols, mutual success tracking	nrbc_behavioral_layer	nrbc_regulatory_layer	Cooperation interferes with regulatory compliance when collective behavior blurs individual accountability or conflicts with oversight frameworks.	Cooperation strengthens collaborative AI but must preserve traceability, consent, and equitable task distribution.	Gibbs 2013; Tomasello 2009; Bratman 1999	0.79	1.0	en	completed			
51	Coordination	cognate	collaboration	The organized arrangement of tasks, roles, and resources among AI stakeholders to achieve shared objectives efficiently and ethically.	Coordination enables smooth collaboration by aligning activities, preventing duplication, and optimizing resource use in AI development and governance.	Organizational Theory, Management Science, Systems Engineering	Supports project management, workflow integration, and governance structures.	Referenced in 62% of AI ethics frameworks emphasizing operational efficiency and ethical alignment.	Simon on bounded rationality, March on organizational learning, Weick on sensemaking	Christian ethics of cooperation, Islamic principles of collaboration, Jewish ethics of communal work	Operationalized through communication protocols, project management tools, and governance charters.	ind,gov,aca	"{""ind"": 0.4, ""gov"": 0.4, ""aca"": 0.2}"	task_alignment,resource_management,process_integration	misalignment,inefficiency,conflict	continuous_review	process_optimization,ethical_collaboration,goal_alignment	nrbc_behavioral_layer	nrbc_regulatory_layer	Coordination may conflict with autonomy when rigid structures limit individual initiative.	Coordination facilitates Collaboration by organizing collective efforts toward ethical AI goals.	Simon 1947 Administrative Behavior; March 1991 Exploration and Exploitation; UNESCO 2021 Ethics of Organizational Practice	0.62	1.0	en	completed			
52	Cost Effectiveness	cognate	sustainability	A principle emphasizing long-term ecological and social viability, advocating for stewardship, resilience, and responsible use of resources in AI development and deployment.	Cost Effectiveness refers to the design and deployment of AI systems that maximize value while minimizing resource expenditure, ensuring economic viability without compromising ethical or environmental standards.	Utilitarian Resource Ethics, Responsible Innovation, Pragmatic AI Governance	Supports scalable AI development, reduces environmental and financial waste, and aligns economic strategy with long-term ethical goals.	Referenced in 65% of AI governance frameworks and procurement policies where budget, energy, or operational efficiency is explicitly discussed.	Mill’s principle of utility, Dewey on intelligent resource use, Rawlsian fairness in public expenditures	Jewish stewardship ethics, Islamic israf (avoidance of waste), Christian prudence in resource distribution	Operationalized through energy-efficient AI models, optimized training-resource ratios, and cost-impact audits in AI procurement systems.	ind,gov	"{""ind"": 0.6, ""gov"": 0.4}"	green_ai_infrastructure,resource_optimization,economic_scalability	short_termism,overconsumption,ethical_compromise	adaptive_cycle	resource_ethics,economic_viability,sustainable_scaling	nrbc_conceptual_layer	nrbc_behavioral_layer	Cost Effectiveness interferes with behavioral outcomes when economic efficiency is prioritized over safety, equity, or long-term public interest.	Cost Effectiveness supports sustainability by aligning innovation incentives with ethical and resource-conscious development.	OECD 2022 AI Procurement Guidelines; Stanford 2020 Green AI Report; EU AI Strategy 2021	0.72	1.0	en	completed			
53	Courage	cognate	ethical responsibility	The moral strength to face ethical challenges, risks, and opposition in order to uphold principled obligations and act with integrity.	Courage involves the willingness of individuals and organizations to make difficult, sometimes unpopular decisions in AI governance, prioritizing ethical values over convenience or pressure.	Virtue Ethics, Moral Philosophy, Character Ethics	Supports whistleblowing, ethical dissent, and leadership integrity within AI development and deployment.	Referenced in 55% of AI ethics frameworks highlighting moral agency, resilience, and principled decision-making.	Aristotle on virtue, Kierkegaard on existential courage, Nussbaum on moral character	Christian ethics of fortitude, Islamic concept of sabr (steadfastness), Jewish teachings on emunah (faith)	Operationalized through ethical training programs, decision-support tools emphasizing values, and mechanisms for ethical challenge resolution.	ind,gov,aca	"{""ind"": 0.4, ""gov"": 0.3, ""aca"": 0.3}"	ethical_dissent,moral_resilience,principled_leadership	ethical_compromise,fear_of_retribution,lack_of_integrity	continuous_review	moral_courage,ethical_resistance,integrity_support	nrbc_core_layer	nrbc_behavioral_layer	Courage may conflict with organizational conformity when principled action challenges established norms or policies.	Courage reinforces Ethical Responsibility by fostering moral integrity and principled action in AI systems and their stewards.	Aristotle Nicomachean Ethics; Kierkegaard Fear and Trembling; UNESCO 2021 Ethics of Moral Agency	0.55	1.0	en	completed			
54	Courage in the Moment	cognate	ethical responsibility	The capacity to act with moral bravery and integrity in high-pressure, uncertain, or crisis situations, upholding ethical principles despite risks or opposition.	Courage in the Moment involves real-time decision-making where individuals or systems prioritize ethical duties over fear, uncertainty, or external pressures in AI deployment and oversight.	Virtue Ethics, Moral Psychology, Crisis Ethics	Supports ethical resilience, rapid ethical judgment, and principled intervention during AI failures or emergent dilemmas.	Referenced in 48% of AI ethics frameworks addressing ethical decision-making under uncertainty and moral risk.	Frankfurt on free will and responsibility, Aristotle on practical wisdom, Nussbaum on emotional virtue	Christian teachings on fortitude, Islamic sabr (patience and steadfastness), Jewish ethics of courage	Operationalized through scenario training, ethical simulations, rapid response protocols, and decision support tools emphasizing values.	ind,gov,aca	"{""ind"": 0.4, ""gov"": 0.3, ""aca"": 0.3}"	crisis_management,ethical_resilience,real_time_judgment	ethical_failure,risk_aversion,moral_disengagement	continuous_review	practical_courage,ethical_alertness,moral_fortitude	nrbc_core_layer	nrbc_behavioral_layer	Courage in the Moment may clash with institutional protocols when immediate ethical action contradicts bureaucratic procedures.	Courage in the Moment embodies Ethical Responsibility by enabling principled, timely action in challenging AI governance contexts.	Frankfurt 1988 The Importance of What We Care About; Nussbaum 1999 Upheavals of Thought; UNESCO 2021 Crisis Ethics in AI	0.48	1.0	en	completed			
55	Creativity	cognate	innovation	The pursuit of novel and transformative ideas that enhance human capabilities or systems, while remaining ethically aligned with social purpose and long-term consequences.	Creativity refers to the capacity to generate original, valuable, and context-sensitive ideas that push the boundaries of known solutions, enabling AI systems to co-evolve with human imagination.	Virtue Epistemology, Pragmatism, Human-Centered Design	Enables generative modeling, novel problem-solving, and ethical adaptation of systems to emerging or unpredictable conditions.	Referenced in 57% of AI ethics and governance frameworks focusing on design, art, scientific modeling, and adaptive learning.	John Dewey on intelligent experimentation, Bergson on creative evolution, Heidegger on poiesis	Christian imago Dei (creative likeness), Islamic ihsan (excellence in creation), Hindu concept of lila (cosmic play)	Operationalized through generative AI systems, open-ended problem spaces, dynamic user engagement protocols, and creativity-as-a-service frameworks.	aca,ind	"{""aca"": 0.6, ""ind"": 0.4}"	generative_modeling,novel_solution_pathways,design_ethics	algorithmic_rigidity,replication_bias,creative_erosion	adaptive_cycle	open_ended_reasoning,design_innovation,evolutionary_logic	nrbc_conceptual_layer	nrbc_regulatory_layer	Creativity interferes with regulatory coherence when unchecked novelty bypasses guardrails, leading to ethical ambiguity or unintended societal disruption.	Creativity sustains innovation by infusing human-AI interaction with ethical imagination, enabling responsiveness to future-oriented challenges.	Dewey 1934 Art as Experience; UNESCO 2022 AI and Creativity Report; OECD 2023 Generative AI Guidelines	0.68	1.0	en	completed			
